song_id,true_label,true_class,pred_label,pred_class,correct,max_confidence,entropy,is_borderline,prob_happy,prob_calm,prob_tense,prob_sad,high_confidence,high_confidence_error,high_confidence_0_8,high_confidence_error_0_8,high_confidence_0_9,high_confidence_error_0_9
727,3,sad,1,calm,0,0.7356496612230937,0.7753919539246851,True,0.1689624357347687,0.7356496612230937,0.0069819801343934,0.0884059244534,True,True,False,False,False,False
1486,3,sad,3,sad,1,0.694271789987882,0.9433666030206592,False,0.1330440690120061,0.0757346419927974,0.0969495019565025,0.694271789987882,False,False,False,False,False,False
1960,2,tense,0,happy,0,0.8938793003559112,0.3988775313418422,True,0.8938793003559112,0.0041294241484138,0.0867018709580103,0.0152894055276798,True,True,True,True,False,False
1873,0,happy,0,happy,1,0.8885712703069051,0.3794731283566503,True,0.8885712703069051,0.0043666344936355,0.1046440753154456,0.0024180160600129,True,False,True,False,False,False
1367,0,happy,0,happy,1,0.9848837792873384,0.0793174169454445,False,0.9848837792873384,0.0001310617922507,0.0149583778445958,2.678829021943348e-05,True,False,True,False,True,False
44,3,sad,0,happy,0,0.8596460282802582,0.5195721813443748,False,0.8596460282802582,0.086559997467945,0.0469286049095292,0.006865364771996,True,True,True,True,False,False
128,3,sad,3,sad,1,0.920735494295756,0.3332173279612822,False,0.006630678535051,0.0600710690797617,0.0125627589761279,0.920735494295756,True,False,True,False,True,False
416,0,happy,0,happy,1,0.5903759131828944,0.9487437649662604,False,0.5903759131828944,0.0043976771036492,0.2834573045372963,0.1217690924492975,False,False,False,False,False,False
660,3,sad,3,sad,1,0.9417171160380046,0.2365115706752612,False,0.0017888276127147,0.0551635428331792,0.0013305079977726,0.9417171160380046,True,False,True,False,True,False
148,1,calm,1,calm,1,0.381057354559501,1.2607672408706043,True,0.2165713851650555,0.381057354559501,0.3260243592162927,0.0763468960494113,False,False,False,False,False,False
1991,0,happy,0,happy,1,0.7791344483693441,0.6566971863662175,False,0.7791344483693441,0.0116247963024458,0.1808095383147398,0.0284312269650399,True,False,False,False,False,False
547,3,sad,3,sad,1,0.7786558449268342,0.5668039492468877,True,0.0054719026510914,0.2136128143717845,0.0022594587662752,0.7786558449268342,True,False,False,False,False,False
1819,2,tense,0,happy,0,0.500381134947141,1.153575206968496,True,0.500381134947141,0.3085500047852595,0.1159056762543817,0.0751631764850268,False,False,False,False,False,False
1634,0,happy,0,happy,1,0.9819910148779551,0.0907547152886701,False,0.9819910148779551,5.371025686654226e-05,0.0179282222117763,2.706197163438636e-05,True,False,True,False,True,False
1892,0,happy,0,happy,1,0.9757801632086436,0.1210959971102027,False,0.9757801632086436,0.0012699883060122,0.0225340586000432,0.0004157932709252,True,False,True,False,True,False
223,3,sad,3,sad,1,0.8307053138812382,0.5968490223399391,False,0.0679381620182539,0.0933289587711139,0.0080275622671858,0.8307053138812382,True,False,True,False,False,False
1225,2,tense,0,happy,0,0.5983632554610571,0.6955731797260756,False,0.5983632554610571,0.0013089140803761,0.3982314310967922,0.0020964086579624,False,False,False,False,False,False
1611,0,happy,0,happy,1,0.7851818084716797,0.537158197947976,False,0.7851818084716797,0.0021327814247342,0.2119453750550747,0.0007400425688198,True,False,False,False,False,False
1036,3,sad,0,happy,0,0.4987277507781982,1.2119144315191477,True,0.4987277507781982,0.1985249788810809,0.2150293178856372,0.087717946494619,False,False,False,False,False,False
335,0,happy,0,happy,1,0.8478565673033397,0.5611361874428823,False,0.8478565673033397,0.056416177470237,0.0845975334445635,0.0111297246223936,True,False,True,False,False,False
1815,0,happy,0,happy,1,0.7710320393244425,0.6280015359932407,False,0.7710320393244425,0.0200725522823631,0.2043357885753115,0.0045596285793484,True,False,False,False,False,False
1772,0,happy,3,sad,0,0.512657082080841,1.2206350580715737,True,0.1871617344518502,0.1232201776156822,0.1769610154132048,0.512657082080841,False,False,False,False,False,False
341,3,sad,3,sad,1,0.5967872152725856,0.8318610974908427,True,0.0336113650895034,0.3607200816273689,0.0088813427680482,0.5967872152725856,False,False,False,False,False,False
501,3,sad,3,sad,1,0.6214604397614797,0.9922683012700826,False,0.1665768090635538,0.1906014484663804,0.0213613185721139,0.6214604397614797,False,False,False,False,False,False
1427,0,happy,0,happy,1,0.9767325341701508,0.1260284428164633,True,0.9767325341701508,0.0039932185488093,0.0179342658724635,0.0013399928525965,True,False,True,False,True,False
206,3,sad,3,sad,1,0.7728117386500041,0.7435767907116841,False,0.0183205136874069,0.1132406548441698,0.0956270947431524,0.7728117386500041,True,False,False,False,False,False
41,3,sad,1,calm,0,0.3994457090894381,1.3093822712312788,True,0.2281976255277792,0.3994457090894381,0.2470931321382522,0.1252635342379411,False,False,False,False,False,False
1911,0,happy,0,happy,1,0.7277279655138652,0.642206183613722,True,0.7277279655138652,0.0048572004627203,0.2604362743596236,0.006978561298456,True,False,False,False,False,False
1864,0,happy,0,happy,1,0.7387979318698247,0.5990173759188733,False,0.7387979318698247,0.0015018527501524,0.2569016699989637,0.0027985222176842,True,False,False,False,False,False
1665,0,happy,0,happy,1,0.994899062315623,0.0374504485762072,False,0.994899062315623,0.0012593371382384,0.0023003181488699,0.0015412740380943,True,False,True,False,True,False
1959,0,happy,2,tense,0,0.4810320551196734,0.9006044450613082,False,0.4576101645827293,0.0059756628904627,0.4810320551196734,0.0553821148661275,False,False,False,False,False,False
1759,0,happy,0,happy,1,0.6505567570527394,0.8220368229642031,False,0.6505567570527394,0.2995434927443663,0.0164879546655962,0.0334118071322639,False,False,False,False,False,False
1308,0,happy,0,happy,1,0.7917747264107068,0.5272351593398411,False,0.7917747264107068,0.0024002344411807,0.0003435865852473,0.2054814599455994,True,False,False,False,False,False
1763,1,calm,0,happy,0,0.6048718104759853,0.9948534910492496,True,0.6048718104759853,0.0218489015882369,0.1270571265369653,0.2462221533060073,False,False,False,False,False,False
522,3,sad,3,sad,1,0.7432880361874898,0.7462309208912965,False,0.0335065330844372,0.1987231783568859,0.0244822424293185,0.7432880361874898,True,False,False,False,False,False
1193,0,happy,0,happy,1,0.5958160569270452,0.9511851766769066,True,0.5958160569270452,0.301065601905187,0.0856084499197701,0.0175098933434734,False,False,False,False,False,False
644,1,calm,0,happy,0,0.9126138110955556,0.3574768374407968,True,0.9126138110955556,0.0650997517630457,0.0176390224757293,0.0046474236553573,True,True,True,True,True,True
116,3,sad,0,happy,0,0.4914890065789222,0.988815160772352,True,0.4914890065789222,0.0329081183144201,0.4188372440636158,0.0567656274264057,False,False,False,False,False,False
1181,2,tense,0,happy,0,0.574709153175354,0.7893008050360987,False,0.574709153175354,0.0068702188398068,0.4010731875896454,0.0173474445240572,False,False,False,False,False,False
954,0,happy,0,happy,1,0.8503863354523976,0.5457943765670483,False,0.8503863354523976,0.0262061430781614,0.0197939808713272,0.1036135417409241,True,False,True,False,False,False
374,2,tense,2,tense,1,0.6671938091516495,0.6873804403458375,True,0.3225741344193617,0.0023640726717227,0.6671938091516495,0.0078679780194458,False,False,False,False,False,False
1584,0,happy,0,happy,1,0.8796065310637157,0.3891036389486071,False,0.8796065310637157,0.0007866579149776,0.1158629049236575,0.0037439052704333,True,False,True,False,False,False
879,0,happy,0,happy,1,0.5168848598996798,0.9469640573366792,False,0.5168848598996798,0.4106723035375277,0.0360203933591644,0.0364224339680125,False,False,False,False,False,False
874,2,tense,0,happy,0,0.5422076433897018,0.7306548380754765,False,0.5422076433897018,0.0026173542534403,0.4507408951719602,0.0044341005777823,False,False,False,False,False,False
1871,0,happy,0,happy,1,0.8975555678208669,0.3507667143685479,False,0.8975555678208669,0.0008525271759936,0.0980358489478627,0.0035560629209309,True,False,True,False,False,False
450,3,sad,0,happy,0,0.4139847517013549,1.1023546848330017,True,0.4139847517013549,0.2412328030914068,0.0052263311236553,0.3395561339954535,False,False,False,False,False,False
1228,1,calm,0,happy,0,0.7074519455432892,0.8825870546240467,False,0.7074519455432892,0.0990365201296905,0.1588752833505471,0.0346362427497903,True,True,False,False,False,False
1709,2,tense,0,happy,0,0.6042895977695782,1.088054084870271,True,0.6042895977695782,0.0788233458064496,0.166413479981323,0.1504735765978694,False,False,False,False,False,False
1669,0,happy,0,happy,1,0.87530490954717,0.5049172602692662,False,0.87530490954717,0.0332718071838219,0.0633201750616232,0.0281031175982207,True,False,True,False,False,False
1934,1,calm,0,happy,0,0.6793571492036183,0.8971450335629764,True,0.6793571492036183,0.0542566591737947,0.2194541793316602,0.0469320092859561,False,False,False,False,False,False
87,2,tense,2,tense,1,0.6054901669422785,0.976719321249716,True,0.0885918007542689,0.0289857561544825,0.6054901669422785,0.2769322842359543,False,False,False,False,False,False
284,1,calm,0,happy,0,0.3580342332522074,1.3031783015281857,False,0.3580342332522074,0.1609995499253273,0.1391767834623654,0.3417894567052523,False,False,False,False,False,False
703,0,happy,0,happy,1,0.8082456747690837,0.6625749983468431,False,0.8082456747690837,0.1147236139203111,0.0565268867028256,0.0205038285193343,True,False,True,False,False,False
1922,0,happy,0,happy,1,0.9338856836160024,0.2552521939749673,False,0.9338856836160024,0.0008033430554254,0.0637310452759265,0.001579933114408,True,False,True,False,True,False
608,3,sad,3,sad,1,0.6807003617286682,0.9440738344917902,True,0.112444295361638,0.0467796982576449,0.1600756471355756,0.6807003617286682,False,False,False,False,False,False
89,3,sad,0,happy,0,0.6467424939076106,0.946375078484742,False,0.6467424939076106,0.0658435187302529,0.2410221653680006,0.0463918121065944,False,False,False,False,False,False
172,3,sad,3,sad,1,0.9353955447673796,0.2656152182919151,True,0.0036134711893585,0.0578992019795502,0.0030917758374319,0.9353955447673796,True,False,True,False,True,False
651,0,happy,0,happy,1,0.9124367892742156,0.388066184440629,False,0.9124367892742156,0.0303056609972069,0.0403735131102924,0.0168840372391665,True,False,True,False,True,False
123,0,happy,0,happy,1,0.680796104669571,0.9567307578963792,False,0.680796104669571,0.0807499252259731,0.1615487764279047,0.0769051877160867,False,False,False,False,False,False
2008,1,calm,0,happy,0,0.7673867623011271,0.7977723591474097,True,0.7673867623011271,0.074070472518603,0.08174119250228,0.0768015888830026,True,True,False,False,False,False
1736,0,happy,3,sad,0,0.4554784248272578,1.1845914911735698,True,0.3432031909624735,0.1175935915360848,0.0837247778351108,0.4554784248272578,False,False,False,False,False,False
167,3,sad,3,sad,1,0.9423680702845256,0.2369301003343661,False,0.0023488861428025,0.0538326432268756,0.0014504119658264,0.9423680702845256,True,False,True,False,True,False
1680,0,happy,0,happy,1,0.9086434841156006,0.3101546563586376,False,0.9086434841156006,0.0006278108363934,0.0906351239730914,9.359761273136276e-05,True,False,True,False,True,False
1026,3,sad,3,sad,1,0.9553655922412873,0.1927718493003459,False,0.001806564675644,0.0423089171992614,0.0005189251050978,0.9553655922412873,True,False,True,False,True,False
1600,0,happy,0,happy,1,0.9932083626588184,0.0415004919966322,False,0.9932083626588184,0.0001172120077081,0.0066361420533212,3.827460466439003e-05,True,False,True,False,True,False
2038,3,sad,3,sad,1,0.6644714146852493,0.950304081487802,False,0.1021218171964089,0.1939258323361476,0.0394809318551172,0.6644714146852493,False,False,False,False,False,False
506,3,sad,3,sad,1,0.6935673385858536,0.9317839509590008,False,0.1413334761435787,0.0536279149353504,0.1114712699006001,0.6935673385858536,False,False,False,False,False,False
1522,0,happy,0,happy,1,0.7910886506239573,0.5238145434479449,False,0.7910886506239573,0.0011580789922694,0.2071489769344528,0.0006043028535448,True,False,False,False,False,False
872,1,calm,0,happy,0,0.934400504330794,0.2765904558238903,False,0.934400504330794,0.001024495148021,0.0108330469341913,0.0537419494361141,True,True,True,True,True,True
1189,1,calm,3,sad,0,0.7351582109928131,0.7302798315095798,True,0.0487679774717738,0.2105441398918628,0.0055296599151915,0.7351582109928131,True,True,False,False,False,False
1648,3,sad,1,calm,0,0.5930294464031856,0.9777159636606964,True,0.2963328182697296,0.5930294464031856,0.0292100559454411,0.0814276850471893,False,False,False,False,False,False
1970,0,happy,0,happy,1,0.8641849815845489,0.4044848507120838,False,0.8641849815845489,0.0004051524087003,0.1347008070598046,0.0007090563823264,True,False,True,False,False,False
555,0,happy,3,sad,0,0.5843336522579193,0.9934272577355144,True,0.2423090199163804,0.0079275781322697,0.1654297532513737,0.5843336522579193,False,False,False,False,False,False
1918,2,tense,0,happy,0,0.4547288042803605,1.0634374153163455,True,0.4547288042803605,0.0029698221745396,0.3442316984136899,0.1980696757013599,False,False,False,False,False,False
773,3,sad,0,happy,0,0.4337397466103236,1.2519132517145457,True,0.4337397466103236,0.1907772279654939,0.089109428677087,0.2863735762735208,False,False,False,False,False,False
1925,0,happy,0,happy,1,0.8998575905958811,0.3850084047863493,False,0.8998575905958811,0.0169490357395261,0.0798320200915137,0.003361350802758,True,False,True,False,False,False
1927,0,happy,3,sad,0,0.57687781949838,1.1281779757831043,False,0.1904695072521766,0.0910324512049555,0.1416202248384555,0.57687781949838,False,False,False,False,False,False
2053,3,sad,0,happy,0,0.6886282960573832,0.9605342739975884,False,0.6886282960573832,0.1074255207553505,0.1148930754512548,0.0890531083258489,False,False,False,False,False,False
1708,2,tense,3,sad,0,0.3381456116835276,1.3660828319228902,True,0.2363628908991813,0.2119338132441043,0.2135576734940211,0.3381456116835276,False,False,False,False,False,False
978,0,happy,2,tense,0,0.5717545290788014,0.6933491832974479,False,0.4266992284761121,0.0014727367263731,0.5717545290788014,7.351871233384581e-05,False,False,False,False,False,False
227,3,sad,1,calm,0,0.7131252219279607,0.8867640529059306,False,0.1512539460634192,0.7131252219279607,0.0495272447005845,0.0860936007462442,True,True,False,False,False,False
738,0,happy,0,happy,1,0.9008987029393514,0.4294034750817147,False,0.9008987029393514,0.0357935011852532,0.0403207910868028,0.02298700173075,True,False,True,False,True,False
1280,0,happy,0,happy,1,0.7531048734982808,0.8205943770194919,False,0.7531048734982808,0.0513062350762387,0.0999577356502413,0.0956311512738466,True,False,False,False,False,False
1640,0,happy,0,happy,1,0.8447962959607442,0.4374708347953474,False,0.8447962959607442,0.000585049887574,0.1543475196386377,0.0002711427210935,True,False,True,False,False,False
226,0,happy,3,sad,0,0.4816556364297867,1.1059252953832668,True,0.3694913777833183,0.0806686016730964,0.0681843826547265,0.4816556364297867,False,False,False,False,False,False
1344,0,happy,0,happy,1,0.8801660617192586,0.4715011682311583,False,0.8801660617192586,0.0660252042890836,0.0458960310400774,0.0079126840049866,True,False,True,False,False,False
1296,0,happy,0,happy,1,0.9298374315102896,0.2597134251894004,False,0.9298374315102896,0.0002862343178094,0.0692034458741545,0.0006728774842182,True,False,True,False,True,False
1811,0,happy,0,happy,1,0.7737862398227056,0.5711242943813213,False,0.7737862398227056,0.0043553351356725,0.2190764372547467,0.0027819960576986,True,False,False,False,False,False
1269,2,tense,0,happy,0,0.6578726996978124,0.9866331693923036,False,0.6578726996978124,0.1526761686429381,0.0497056041844189,0.1397455222904682,False,False,False,False,False,False
1696,0,happy,3,sad,0,0.7614891101916631,0.7851730476215528,True,0.0578733867034316,0.1335385949661334,0.0470989069280525,0.7614891101916631,True,True,False,False,False,False
1511,0,happy,0,happy,1,0.9794667919476828,0.1080088794698004,False,0.9794667919476828,0.0018766437641412,0.0183352045889478,0.0003213507072606,True,False,True,False,True,False
996,0,happy,0,happy,1,0.845899228254954,0.4940529287978916,False,0.845899228254954,0.0090746892286309,0.1374310736854871,0.0075949994323309,True,False,True,False,False,False
1588,0,happy,0,happy,1,0.8945872883001963,0.38935652774084,False,0.8945872883001963,0.0015808010331359,0.0880008988082408,0.0158310072302507,True,False,True,False,False,False
1676,0,happy,0,happy,1,0.7912124435106913,0.6120460755755126,False,0.7912124435106913,0.0130781206559428,0.1815544713288545,0.0141549687560958,True,False,False,False,False,False
645,0,happy,1,calm,0,0.3656194776296615,1.2954483522269893,True,0.2721603915095329,0.3656194776296615,0.0922782870630423,0.2699418326218923,False,False,False,False,False,False
1335,0,happy,0,happy,1,0.9373508979876836,0.2587759093406462,False,0.9373508979876836,0.0053064944687018,0.0559897235284249,0.0013528903122581,True,False,True,False,True,False
339,0,happy,0,happy,1,0.940171851714452,0.2719593237323021,False,0.940171851714452,0.0237228126236004,0.0348990630280847,0.0012062742857475,True,False,True,False,True,False
1577,0,happy,0,happy,1,0.5973800828059515,1.0966223262309645,False,0.5973800828059515,0.1951684641341368,0.1072413136561711,0.1002101257443428,False,False,False,False,False,False
1312,0,happy,0,happy,1,0.5660423268874486,0.7449267454591164,True,0.5660423268874486,0.0085060698867891,0.4222878354291121,0.0031637711887015,False,False,False,False,False,False
880,2,tense,0,happy,0,0.8480364163716634,0.4873521661353974,True,0.8480364163716634,0.0106279905458601,0.135995128005743,0.0053404659032821,True,True,True,True,False,False
763,1,calm,0,happy,0,0.349734324713548,1.232487138247432,False,0.349734324713548,0.2566647129754225,0.0495632393285632,0.3440377203126748,False,False,False,False,False,False
949,0,happy,0,happy,1,0.9549931546052296,0.2105131696968893,False,0.9549931546052296,0.0048851100616351,0.0367761881362336,0.0033455414425892,True,False,True,False,True,False
1524,0,happy,0,happy,1,0.7975808968146642,0.5523068575638541,False,0.7975808968146642,0.0051927463175767,0.1919191980113585,0.0053071658631476,True,False,False,False,False,False
2023,1,calm,1,calm,1,0.4846856435139974,1.2454014969040266,False,0.2269121266901493,0.4846856435139974,0.1541938302417596,0.1342084060112635,False,False,False,False,False,False
500,0,happy,0,happy,1,0.8469033698240916,0.4693714187744511,False,0.8469033698240916,0.0034366065548965,0.1437525284787019,0.0059074904905476,True,False,True,False,False,False
